Tweet,Suicide,Contains_Special_Characters,Length,Stopword_Proportion
 Thanks for helping share the PostRank love.,Not Suicide post,True,7,0.2857142857142857
"interesting to note how twitter is like branding..the more you tweet, the more people follow - thanks for the follow Alister, Mark, Greg",Not Suicide post,True,23,0.391304347826087
#spbpuk we've got a snorer in the IT Pro track! Really it's quite interesting,Not Suicide post,True,14,0.35714285714285715
 http://twitpic.com/2nvz6 - We're both famous,Not Suicide post,True,5,0.2
 my weird dreams are a part of my life now and make me who i am xxxxxxxxx,Not Suicide post,False,17,0.6470588235294118
tired of living this lonely life,Potential Suicide post,False,6,0.3333333333333333
: that is opt-in DM invites!,Not Suicide post,True,6,0.3333333333333333
"He:I knew that even if I reached my dream, it could not be everything. I love you. I was sick that we could get tirâ¦ https://t.co/Vg9o3u1JZh",Potential Suicide post,True,26,0.46153846153846156
"Good morning, everyone! I hope you have a great start to the day! *raises cup of coffee*",Not Suicide post,True,17,0.4117647058823529
 He was a very good boy. He looks even cuter now. If such a thing were possible.,Not Suicide post,True,17,0.5294117647058824
i want to kill him,Not Suicide post,False,5,0.6
Appreciate and be grateful for every given moment and live your life with love + joy #EnjoyLife #EnjoyFriends https://t.co/1Qwj7Jtq8N,Not Suicide post,True,19,0.3157894736842105
"i'm fucking tired of people's tweet today omg stop treating romance like it revolves around everything, you won't dâ¦ https://t.co/nNvLE2ehr5",Potential Suicide post,True,20,0.2
 Have a great day back at ya,Not Suicide post,False,7,0.42857142857142855
 Too bad. Make it a good show,Not Suicide post,True,7,0.42857142857142855
The jobs front doesnt look so bleak today !!,Not Suicide post,True,9,0.2222222222222222
My work schedule for next week makes me want to DIE Iâm not ready,Potential Suicide post,True,14,0.35714285714285715
 ye!! But I still rather imagine my dad is some american superstar than just a bum ^^ it keeps me happy,Not Suicide post,True,21,0.47619047619047616
RT :     Congratulations to Coach Lanter for winning his first career gaâ¦,Not Suicide post,True,12,0.25
"RT : Oh my heart hurts so good. I love you babe, so bad.  https://t.co/aH5aObf60j",Not Suicide post,True,15,0.3333333333333333
",crawling out of hell,i dont want to be here anymore",Potential Suicide post,True,10,0.5
sbux is exclusively playing rostam and beck i am loving it,Not Suicide post,False,11,0.45454545454545453
Off work. Resisting the urge to go home and just fucking sleep forever tbh.,Potential Suicide post,True,14,0.35714285714285715
 follow ,Not Suicide post,False,1,0.0
" the fluider an interface, the better, regardless of the purpose",Not Suicide post,True,10,0.5
 Who is ? I like Maotai spirit very much!,Not Suicide post,True,9,0.4444444444444444
IM REALLY ABOUT TO KMS CAUSE THIS DAMN TEST OMG I HATE MYSELF FOR NOT REMEMBERING ITS TODAY,Potential Suicide post,False,18,0.4444444444444444
 do u know ur joe is on here now?,Not Suicide post,True,9,0.4444444444444444
now time for mouse to mouse pad for a long long night ahead! this is how you know you love it!,Not Suicide post,True,21,0.47619047619047616
" Coooeee, How's your day been",Not Suicide post,True,5,0.4
"I don't care how frightening it will be, I want to go ahead.",Not Suicide post,True,13,0.5384615384615384
 i like the picture,Not Suicide post,False,4,0.5
i just rlly cant wait for all old white ppl to fuckijg die out !!!! im so tired of gen x &amp; y and baby boomers literâ¦ https://t.co/ucZdBw2WHv,Potential Suicide post,True,28,0.35714285714285715
"Home. Had uni today, got results back :HD, YEHHH! Its been 3 yrs, why am i always thinking of the wat ifs?",Not Suicide post,True,22,0.36363636363636365
can i move out already im tired of living with this old hag,Potential Suicide post,False,13,0.46153846153846156
"okay but lets be real, why am I really still here ? Iâm nothing but an annoying ass, useless, talentless person canâ¦ https://t.co/znSHgBu1JZ",Potential Suicide post,True,23,0.34782608695652173
"Work two jobs, in school, gotta car, my own apartment, a boo , life's going good for me right now and I'm only 19",Not Suicide post,True,24,0.375
"accidentally her whole rib cage...well, nearly half of it! http://tinyurl.com/da72gp",Not Suicide post,True,10,0.2
",,This is for u, the person who feels like they have no one, the person who doesnt see why they should be here anymore",Potential Suicide post,True,24,0.5833333333333334
all influencers want to be comedians and all comedians want to be dead.,Potential Suicide post,True,13,0.5384615384615384
RT : [CAP] Joross Gamboa greets her a happy birthday in her IG Live! ð https://t.co/sHwHEJb0vr,Not Suicide post,True,16,0.25
Showcase Quick @ VIP room on Thursday,Not Suicide post,True,7,0.14285714285714285
" will keep that in mind, thank you for the tips!",Not Suicide post,True,10,0.6
because of you-Reba Mcentire &amp; Kelly Clarkson,Not Suicide post,True,7,0.2857142857142857
RT : Homophobic parents spew their bigotry and be wondering why they end up with dead ass kids. Keep acting stupid if yâallâ¦,Potential Suicide post,True,23,0.34782608695652173
Casual Tuesday again for train bf...he sat next to me today!! This has to mean I'm going to have a good day,Not Suicide post,True,22,0.45454545454545453
 Welcome to Twitter!!,Not Suicide post,True,3,0.3333333333333333
 You've come to the right place. I own an office interiors company! How big would you like your desk?,Not Suicide post,True,19,0.47368421052631576
"I work hard Ê°áµ Ê·áµÊ³áµË¢ Ê°áµÊ³áµ every day of my life I work 'til I ache in my bones, at the end á´¬áµ áµá´´á´± á´±á´ºá´° á´¼á¶  áµá´´á´± á´°á´¬á´¬á´¬á´¬á´¬á´¬â¦ https://t.co/T8btgG2HTl",Potential Suicide post,True,29,0.3103448275862069
Going to the toilet cause I have to take a leak for over an hour now.,Not Suicide post,True,16,0.5625
RT : It's okay to be proud of your progress even if you're not exactly where you want to be. You're getting there,Not Suicide post,True,23,0.5652173913043478
So cut my wrist and black my eyes,Potential Suicide post,False,8,0.5
"RT : I'm in desperate need of a kidney transplant &amp; need a matching live donor, I'm actually at the end of the road now so need onâ¦",Potential Suicide post,True,28,0.35714285714285715
RT : 11æ11æ¥ ð¹#BLACKCOVE ðð¬#Family of 80 #dolphins decimated-7 died from stress-48 captured #freedom forever lost-Defenseless #â¦,Potential Suicide post,True,17,0.11764705882352941
Millwall v Blackburn travel purchased for live on Sky sports selection. Cant wait to go to the game with value!,Potential Suicide post,True,20,0.3
"RT : Happy birthday to my ride or die. I hope you have the best 21st birthday ever I love you so much! Hope you love this, it waâ¦",Not Suicide post,True,29,0.41379310344827586
"Morning, Just watching 90210 from last night. Waiting for a text from my friend!",Not Suicide post,True,14,0.42857142857142855
 No one should ever be driven to the point of suicide... especially not by those you have done nothing but cared for..,Not Suicide post,True,22,0.5454545454545454
"sooo cool thanks so much, our stuff just shipped so I should have soon. your the best",Not Suicide post,True,17,0.5294117647058824
me: âoh my god i want to fuckin die i hate myself im so lonelyâ,Potential Suicide post,True,15,0.4
"Oh yeah i forgot... what colour dress should i get for the ball?? The theme is &quot;Las Vegas&quot; , please reply",Not Suicide post,True,21,0.38095238095238093
 Good morning! Feeling happier today?,Not Suicide post,True,5,0.0
" would I strive for anything but perfection? Come on, I thought you knew me better than that.",Not Suicide post,True,17,0.4117647058823529
I fucking get it that Iâm almost done with the semester but I feel like itâs too much shit I have to do. I feel likâ¦ https://t.co/rmKzCdSSNI,Potential Suicide post,True,27,0.4444444444444444
If you want us to believe you want to be an American it would make sense to learn English in less than 20 years. Otâ¦ https://t.co/mamOa6vKqz,Potential Suicide post,True,26,0.4230769230769231
 was that reply to me or yourself? XD I wouldn't say you make many mistakes,Not Suicide post,True,15,0.5333333333333333
i basically just feel like a prisoner in my own life i just feel like i dont have any strenghth left to get up go outside on a regular basis or finding anything that makes me happy i am just totaly dead inside and fake to be happy,Potential Suicide post,False,48,0.5
And you can tell me that you're sorry but I don't believe you baby like I did before... You're not sorry',Not Suicide post,True,21,0.6666666666666666
AFTER EFFECTS HAS FROZEN AND I DID NOT I REPEAT I DID NOT SAVE MY EDIT I WANT TO ACTUALLY FUCKING DIE .... IT TOOKâ¦ https://t.co/yif8DABTQm,Potential Suicide post,True,26,0.5384615384615384
 welcome bro!,Not Suicide post,True,2,0.0
" Oh, we have &quot;Antiques Roadshow.&quot; It is strangely addictive. It's kind of funny when people find out their junk is worthless",Not Suicide post,True,21,0.47619047619047616
 i think ive run out of jack bauer jokes or Paul O'Connell ones too,Not Suicide post,True,14,0.35714285714285715
 http://twitpic.com/2vwii - ooo i remember this one. Picnic on the top of sennen with your burnt sausages,Not Suicide post,True,17,0.4117647058823529
When will !pidgin integrate otr-encryption as a standard component like !adium does? I will really appreciate that!,Not Suicide post,True,17,0.35294117647058826
Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?,Not Suicide post,True,17,0.4117647058823529
 narrated by Dave Smalley.....my hero....this cannot go wrong,Not Suicide post,True,8,0.125
the only thing keeping me alive is gone i guess i could as well kill myself now,Potential Suicide post,False,17,0.5294117647058824
",Badlands/Smash Manor, i guess",Potential Suicide post,True,4,0.25
"My idea of hell would be if there were a heaven, i mean i really want to be dead one time..",Potential Suicide post,True,21,0.5238095238095238
 We know we don't have a Queen.,Not Suicide post,True,7,0.7142857142857143
aj really not wwe champ anymore... I want to die,Potential Suicide post,True,10,0.3
